Tattag;Tatzeit/Uhrzeit;Tatort 2;Tbnr1; Geldbuße 
06.01.2015;1636;Oberwallstraße / B in Höhe von Haus-Nr. 19;113140; 10,00 € 
06.01.2015;705;Meerstraße / B ggü. Haus-Nr., Peschkenhaus;142278; 35,00 € 
06.01.2015;1739;Pferdsweide in Höhe von Haus-Nr. 51;112404; 30,00 € 
06.01.2015;1034;An der Sandkull ggü. Haus-Nr. 114;113300; 10,00 € 
06.01.2015;1050;Lintforter Straße ggü. Haus-Nr. 75;113300; 10,00 € 
06.01.2015;1053;Talstraße in Höhe von Haus-Nr. 3;113320; 10,00 € 
06.01.2015;652;Hombergerstr Straße / C1 in Höhe von Haus-Nr. 201;112403; -   € 
06.01.2015;1403;Unterwallstraße in Höhe von Haus-Nr. 48;141100; 20,00 € 
06.01.2015;1024;Steinstraße;141106; 30,00 € 
06.01.2015;1108;Karl-Hoffmeister-Straße in Höhe von Haus-Nr. 11;141118; 20,00 € 
06.01.2015;1945;Pferdsweide ggü. Haus-Nr. 30, Zeichen 1052-37;141312; 15,00 € 
06.01.2015;1430;Talstraße in Höhe von Haus-Nr. 6;113320; 10,00 € 
06.01.2015;1514;Lauersforter Straße ggü. Haus-Nr., Sportplatz;142262; 10,00 € 
06.01.2015;1807;Am Viegenhof 30, Giebel;142103; 10,00 € 
06.01.2015;928;Nordring / C2 in Höhe von Haus-Nr. 3;141062; 30,00 € 
06.01.2015;1649;Lauersforter Straße ggü. Haus-Nr. 2, Geg.Sportplatz;142262; 10,00 € 
06.01.2015;1517;Lauersforter Straße ggü. Haus-Nr., Sportplatz;142262; 10,00 € 
06.01.2015;1057;Hopfenstraße ggü. Haus-Nr., Ecke Kautzstrasse;141118; 15,00 € 
06.01.2015;1852;Homberger Straße / C1 391;141112; 20,00 € 
06.01.2015;1425;Meerstraße / B, Schotterplatz;141324; 25,00 € 
06.01.2015;936;Nordring / C2 in Höhe von Haus-Nr. 1;141412; 10,00 € 
06.01.2015;1557;Zwickauer Straße in Höhe von Haus-Nr. 21;113280; 10,00 € 
06.01.2015;1039;Hanns-Albeck-Platz ggü. Haus-Nr. 2;113320; 10,00 € 
06.01.2015;1051;Landwehrstraße / C1 99;113240; 10,00 € 
06.01.2015;1059;Landwehrstraße / C1 46;113240; 10,00 € 
06.01.2015;1109;Landwehrstraße / C1 28b;113240; 10,00 € 
06.01.2015;1131;Gabelsbergerstraße 17;113240; 10,00 € 
06.01.2015;1135;Gabelsbergerstraße 15;113240; 10,00 € 
06.01.2015;1211;Seminarstraße ggü. Haus-Nr. 5;113240; 10,00 € 
06.01.2015;1146;Seminarstraße 8;113222; 20,00 € 
06.01.2015;928;Meerstraße / B, Parkplatz;113140; 10,00 € 
06.01.2015;932;Im Rosenthal / B in Höhe von Haus-Nr. 16;113140; 10,00 € 
06.01.2015;938;Meerstraße / B, Parkplatz;113140; 10,00 € 
06.01.2015;941;Meerstraße / B, Schotterplatz;113140; 10,00 € 
06.01.2015;950;Meerstraße / B, Parkplatz;113140; 10,00 € 
06.01.2015;952;Meerstraße / B ggü. Haus-Nr. 2;113140; 10,00 € 
06.01.2015;1012;Unterwallstraße in Höhe von Haus-Nr. 9;113320; 10,00 € 
06.01.2015;1038;Hanns-Albeck-Platz ggü. Haus-Nr. 2;113300; 10,00 € 
06.01.2015;1041;Kautzstraße / B, Parkplatz;113121; 15,00 € 
06.01.2015;1047;Kautzstraße / B, Parkplatz;113140; 10,00 € 
06.01.2015;1048;Kautzstraße / B, Parkplatz;113140; 10,00 € 
06.01.2015;1054;Kautzstraße / B in Höhe von Haus-Nr. 10;141118; 15,00 € 
06.01.2015;1111;Goethestraße / C1 in Höhe von Haus-Nr. 19;113140; 10,00 € 
06.01.2015;1113;Goethestraße / C1 in Höhe von Haus-Nr. 11;113140; 10,00 € 
06.01.2015;1118;Essenberger Straße / C1, Parkplatz;113120; 10,00 € 
06.01.2015;1119;Essenberger Straße / C1, Parkplatz;113120; 10,00 € 
06.01.2015;1121;Essenberger Straße / C1, Parkplatz;113140; 10,00 € 
06.01.2015;1125;Otto-Hue-Straße / C1 in Höhe von Haus-Nr. 6;113140; 10,00 € 
06.01.2015;1128;Otto-Hue-Straße / C1 in Höhe von Haus-Nr. 6;113122; 20,00 € 
06.01.2015;1133;Bankstraße / C1 in Höhe von Haus-Nr. 10;141245; 25,00 € 
06.01.2015;1135;Bankstraße / C1 in Höhe von Haus-Nr. 8;141322; 15,00 € 
06.01.2015;1140;Homberger Straße / C1 in Höhe von Haus-Nr. 83;112402; 20,00 € 
06.01.2015;1149;Homberger Straße / C1, Vor Kreisverkehr;113140; 10,00 € 
06.01.2015;1210;Haagstraße / B in Höhe von Haus-Nr. 35-37;141106; 30,00 € 
06.01.2015;1213;Meerstraße / B ggü. Haus-Nr. 1;142278; 35,00 € 
06.01.2015;1409;Unterwallstraße in Höhe von Haus-Nr. 9;142262; 10,00 € 
06.01.2015;1932;Pferdsweide ggü. Haus-Nr. 32, Logistig Moers;141312; 15,00 € 
06.01.2015;1421;Meerstraße / B, Schotterplatz;113140; 10,00 € 
06.01.2015;1845;Homberger Straße / C1 169;141112; 20,00 € 
06.01.2015;925;Meerstraße / B, Parkplatz;141322; 15,00 € 
06.01.2015;1440;Haagstraße / B ggü. Haus-Nr. 49;142103; 10,00 € 
06.01.2015;1443;Meerstraße / B ggü. Haus-Nr. 1;142278; 35,00 € 
06.01.2015;1348;Markt, Parkplatz;113300; 10,00 € 
06.01.2015;1351;Markt, Parkplatz;113300; 10,00 € 
06.01.2015;1354;Markt, Parkplatz;113282; 20,00 € 
06.01.2015;1357;Markt, Parkplatz;113300; 10,00 € 
06.01.2015;1400;Markt, Parkplatz;141015; 10,00 € 
06.01.2015;1410;Lintforter Straße ggü. Haus-Nr. 93;113300; 10,00 € 
06.01.2015;1413;Lintforter Straße in Höhe von Haus-Nr. 92;113300; 10,00 € 
06.01.2015;1415;Lintforter Straße in Höhe von Haus-Nr. 87;112042; 15,00 € 
07.01.2015;1800;Eurotec-Ring 15;112042; 15,00 € 
07.01.2015;1617;Kautzstraße / B, Parkplatz;113120; 10,00 € 
07.01.2015;919;Haagstraße / B ggü. Haus-Nr. 30;142278; 35,00 € 
07.01.2015;1154;Unterwallstraße 9;113280; 10,00 € 
07.01.2015;1545;Leissstraße ggü. Haus-Nr. 10, Ecke Jahnstr.;112402; 20,00 € 
07.01.2015;1714;Rheinberger Straße 18;112402; 20,00 € 
07.01.2015;1813;Lintforter Straße 114d;141412; 10,00 € 
07.01.2015;1959;Stormstraße, Ecke Lintforterstr.;112402; 20,00 € 
07.01.2015;907;Repelener Straße, Parkplatz;113300; 10,00 € 
07.01.2015;915;Nordring / C2, Parkplatz;113140; 10,00 € 
07.01.2015;932;Mühlenstraße / DE, Parkplatz;113140; 10,00 € 
07.01.2015;940;Mühlenstraße / DE, Parkplatz;113140; 10,00 € 
07.01.2015;959;Rheinberger Straße ggü. Haus-Nr. 31;113320; 10,00 € 
07.01.2015;1013;Greefstraße 2;113240; 10,00 € 
07.01.2015;1448;Greefstraße 4b;113244; 30,00 € 
07.01.2015;1025;Feldstraße / C1 59b;113260; 10,00 € 
07.01.2015;1029;Feldstraße / C1 51b;113240; 10,00 € 
07.01.2015;1459;Feldstraße / C1 50;113244; 30,00 € 
07.01.2015;1043;Feldstraße / C1 ggü. Haus-Nr. 19;141352; 15,00 € 
07.01.2015;1049;Feldstraße / C1 11;141118; 15,00 € 
07.01.2015;1100;Feldstraße / C1 9;113140; 10,00 € 
07.01.2015;1124;Landwehrstraße / C1 15;141118; 15,00 € 
07.01.2015;1130;Weygoldstraße / C1 5;113120; 10,00 € 
07.01.2015;1135;Weygoldstraße / C1 vor Haus-Nr. 3;112042; 15,00 € 
07.01.2015;1144;Ostring 6;113140; 10,00 € 
07.01.2015;1103;Hopfenstraße in Höhe von Haus-Nr. 20;141118; 15,00 € 
07.01.2015;1105;Hopfenstraße in Höhe von Haus-Nr. 20;329113; 15,00 € 
07.01.2015;1115;Altmarkt;141106; 30,00 € 
07.01.2015;1118;Meerstraße / B ggü. Haus-Nr. 1;142278; 35,00 € 
07.01.2015;1136;Neumarkt / A, Parkplatz;113120; 10,00 € 
07.01.2015;1139;Neumarkt / A, Parkplatz;113140; 10,00 € 
07.01.2015;1334;Haagstraße / B ggü. Haus-Nr. 32;142278; 40,00 € 
07.01.2015;1357;Hanckwitzstraße / B, Parkplatz;113140; 10,00 € 
07.01.2015;1420;Filder Straße in Höhe von Haus-Nr. 20;113240; 10,00 € 
07.01.2015;1459;Gartenstraße ggü. Haus-Nr. 22;113240; 10,00 € 
07.01.2015;1506;Diergardtstraße in Höhe von Haus-Nr. 54;112292; 10,00 € 
07.01.2015;1516;Diergardtstraße in Höhe von Haus-Nr. 46;141312; 15,00 € 
07.01.2015;1543;Altmarkt;141106; 30,00 € 
07.01.2015;1547;Friedrichstraße ggü. Haus-Nr. 67;141106; 30,00 € 
07.01.2015;1346;Nordring / C2 in Höhe von Haus-Nr. 1;141412; 10,00 € 
07.01.2015;1350;Nordring / C2 in Höhe von Haus-Nr. 1;141062; 30,00 € 
07.01.2015;1401;Nordring / C2 in Höhe von Haus-Nr. 3;141062; 30,00 € 
07.01.2015;1425;Seminarstraße in Höhe von Haus-Nr. 10;113240; 10,00 € 
07.01.2015;1431;Gellertstraße in Höhe von Haus-Nr. 6;113224; 30,00 € 
07.01.2015;1435;Gellertstraße ggü. Haus-Nr. 22;112402; 20,00 € 
07.01.2015;1440;Gellertstraße ggü. Haus-Nr. 27;113240; 10,00 € 
07.01.2015;1446;Greefstraße in Höhe von Haus-Nr. 2;113240; 10,00 € 
07.01.2015;1453;Feldstraße / C1 in Höhe von Haus-Nr. 71;113240; 10,00 € 
07.01.2015;1457;Feldstraße / C1 in Höhe von Haus-Nr. 54;113222; 20,00 € 
07.01.2015;1503;Feldstraße / C1 in Höhe von Haus-Nr. 45;113240; 10,00 € 
07.01.2015;1507;Feldstraße / C1 in Höhe von Haus-Nr. 24;141118; 15,00 € 
07.01.2015;1511;Feldstraße / C1 in Höhe von Haus-Nr. 9;113140; 10,00 € 
07.01.2015;1543;Essenberger Straße / C1, Parkplatz;113121; 15,00 € 
07.01.2015;1545;Essenberger Straße / C1, Parkplatz;113140; 10,00 € 
07.01.2015;1548;Essenberger Straße / C1, Parkplatz;113121; 15,00 € 
07.01.2015;1551;Essenberger Straße / C1, Parkplatz;113140; 10,00 € 
07.01.2015;1555;Augustastraße / C1 in Höhe von Haus-Nr. 2cd;142278; 35,00 € 
07.01.2015;950;Hanckwitzstraße / B, Parkplatz;113180; 10,00 € 
07.01.2015;952;Hanckwitzstraße / B, Parkplatz;113120; 10,00 € 
07.01.2015;959;Abteistraße in Höhe von Haus-Nr. 22;142103; 10,00 € 
07.01.2015;1003;Kautzstraße / B, Parkplatz;142278; 35,00 € 
07.01.2015;1022;Kautzstraße / B in Höhe von Haus-Nr. 10;141312; 15,00 € 
07.01.2015;749;Hammerstraße, Schule;141311; 15,00 € 
07.01.2015;1355;Hanckwitzstraße / B, Parkplatz;113122; 20,00 € 
07.01.2015;718;Kirschenallee, Willi-Fährmann-Schule;141312; 15,00 € 
07.01.2015;1333;Oberwallstraße / B in Höhe von Haus-Nr. 2;112402; 20,00 € 
07.01.2015;948;Hanckwitzstraße / B, Parkplatz;113180; 25,00 € 
07.01.2015;1405;Nordring / C2 in Höhe von Haus-Nr. 7;141062; 30,00 € 
07.01.2015;1608;Hopfenstraße in Höhe von Haus-Nr. 14;141118; 15,00 € 
07.01.2015;1357;Nordring / C2 in Höhe von Haus-Nr. 3;141062; 30,00 € 
07.01.2015;752;Hammerstraße, Schule;141310; 10,00 € 
07.01.2015;756;Hammerstraße, Schule;112051; 15,00 € 
07.01.2015;947;Bethanienstraße in Höhe von Haus-Nr. 11;142262; 10,00 € 
07.01.2015;948;Bethanienstraße in Höhe von Haus-Nr. 9;142262; 10,00 € 
07.01.2015;950;Bethanienstraße in Höhe von Haus-Nr. 7;142262; 10,00 € 
07.01.2015;952;Bethanienstraße in Höhe von Haus-Nr. 7;142262; 10,00 € 
07.01.2015;1005;Bendmannstraße in Höhe von Haus-Nr. 72;141113; 30,00 € 
07.01.2015;1102;Länglingsweg in Höhe von Haus-Nr. 45a;141322; 15,00 € 
07.01.2015;1103;Länglingsweg in Höhe von Haus-Nr. 43;141322; 15,00 € 
07.01.2015;1459;Josefstraße / C3 ggü. Haus-Nr. 30;113122; 20,00 € 
07.01.2015;1501;Josefstraße / C3 in Höhe von Haus-Nr. 27;113120; 10,00 € 
07.01.2015;1503;Voßrather Straße in Höhe von Haus-Nr. 2b;141322; 15,00 € 
07.01.2015;1504;Voßrather Straße in Höhe von Haus-Nr. 2b;141322; 15,00 € 
07.01.2015;1507;Josefstraße / C3 in Höhe von Haus-Nr. 22;113140; 10,00 € 
07.01.2015;1509;Josefstraße / C3 ggü. Haus-Nr. 27;113120; 10,00 € 
07.01.2015;1512;Josefstraße / C3 ggü. Haus-Nr. 27;113140; 10,00 € 
07.01.2015;1515;Josefstraße / C3 ggü. Haus-Nr. 27;113140; 10,00 € 
07.01.2015;1535;Kirschenallee in Höhe von Haus-Nr. 89;141312; 15,00 € 
07.01.2015;1540;Eupener Straße ggü. Haus-Nr., Kindergarten;112402; 20,00 € 
07.01.2015;1540;Eupener Straße ggü. Haus-Nr., Kindergarten;112402; 20,00 € 
07.01.2015;1546;Jahnstraße in Höhe von Haus-Nr. 14;112042; 15,00 € 
07.01.2015;905;Repelener Straße, Parkplatz;113300; 10,00 € 
07.01.2015;1232;Meerstraße / B, Parkplatz;113120; 10,00 € 
07.01.2015;1244;Hopfenstraße 5;329113; 15,00 € 
07.01.2015;1250;Kautzstraße / B, Parkplatz;113140; 10,00 € 
07.01.2015;1251;Kautzstraße / B, Parkplatz;113140; 10,00 € 
07.01.2015;1337;Oberwallstraße / B 29;113141; 15,00 € 
07.01.2015;1303;Oberwallstraße / B ggü. Haus-Nr. 3;113121; 15,00 € 
07.01.2015;930;Meerstraße / B, Parkplatz;113140; 10,00 € 
07.01.2015;933;Meerstraße / B, Parkplatz;113140; 10,00 € 
07.01.2015;934;Meerstraße / B, Parkplatz;113140; 10,00 € 
07.01.2015;703;Hattropstraße ggü. Haus-Nr. 1;141312; 15,00 € 
07.01.2015;704;Hattropstraße ggü. Haus-Nr. 1;141312; 15,00 € 
07.01.2015;715;Kirschenallee, Willi-Fährmann-Schule;141312; 15,00 € 
07.01.2015;716;Kirschenallee, Willi-Fährmann-Schule;141312; 15,00 € 
07.01.2015;719;Kirschenallee, Willi-Fährmann-Schule;141312; 15,00 € 
07.01.2015;729;Wetterstraße in Höhe von Haus-Nr. 45;112042; 15,00 € 
07.01.2015;1557;Augustastraße / C1 in Höhe von Haus-Nr. 6;113140; 10,00 € 
07.01.2015;1600;Augustastraße / C1 in Höhe von Haus-Nr. 8;113140; 15,00 € 
07.01.2015;1602;Augustastraße / C1 in Höhe von Haus-Nr. 11, 14;113140; 10,00 € 
07.01.2015;1610;Hopfenstraße in Höhe von Haus-Nr. 10/12;141118; 15,00 € 
07.01.2015;1615;Kautzstraße / B, Parkplatz;113120; 10,00 € 
07.01.2015;1619;Kautzstraße / B, Parkplatz;113120; 10,00 € 
07.01.2015;1639;Neumarkt / A, Parkplatz;113122; 20,00 € 
07.01.2015;1642;Neumarkt / A, Parkplatz;113122; 20,00 € 
07.01.2015;1323;Neu Markt / A;113122; 20,00 € 
07.01.2015;1340;Haagstraße / B in Höhe von Haus-Nr. 18;112402; 20,00 € 
07.01.2015;1346;Hanckwitzstraße / B, Parkplatz;113124; 30,00 € 
07.01.2015;1351;Hanckwitzstraße / B, Parkplatz;113180; 10,00 € 
07.01.2015;1400;Hanckwitzstraße / B, Parkplatz;113120; 10,00 € 
07.01.2015;1417;Filder Straße in Höhe von Haus-Nr. 18;113240; 10,00 € 
07.01.2015;1441;Sedanstraße in Höhe von Haus-Nr. 1;113240; 10,00 € 
07.01.2015;1447;Gartenstraße ggü. Haus-Nr. 28;113260; 10,00 € 
07.01.2015;1456;Gartenstraße 28;113240; 10,00 € 
07.01.2015;1514;Diergardtstraße in Höhe von Haus-Nr. 46;113260; 10,00 € 
07.01.2015;1531;Abteistraße, Ecke Ürdingerstr.;142103; 10,00 € 
07.01.2015;1626;Rheinlandstraße, LKW Waschanlage;112042; 15,00 € 
07.01.2015;1636;Kamper Straße ggü. Haus-Nr. 236, Dorfstrasse;142262; 10,00 € 
07.01.2015;1643;Hourtenhofstraße ggü. Haus-Nr. 2a;112402; 20,00 € 
07.01.2015;1645;Hourtenhofstraße ggü. Haus-Nr. 2c;112042; 15,00 € 
07.01.2015;1648;Hourtenhofstraße ggü. Haus-Nr. 1, Brinkenhof;102118; 10,00 € 
07.01.2015;1658;Am Sportzentrum in Höhe von Haus-Nr. 5, Enny Sportpark;112402; 20,00 € 
07.01.2015;1702;Konrad-Adenauer-Straße, Ecke Kurt-Schumacher-allee;112402; 20,00 € 
08.01.2015;1115;Neumarkt / A, Parkplatz;113140; 10,00 € 
08.01.2015;1335;Neumarkt / A, Parkplatz;113120; 10,00 € 
08.01.2015;1343;Neumarkt / A, Parkplatz;113120; 10,00 € 
08.01.2015;1349;Neumarkt / A, Parkplatz;113140; 10,00 € 
08.01.2015;1412;Meerstraße / B, Parkplatz;113140; 10,00 € 
08.01.2015;1417;Meerstraße / B, Innenhof;113140; 10,00 € 
08.01.2015;1426;Meerstraße / B, Innenhof;113140; 10,00 € 
08.01.2015;1452;Diergardtstraße in Höhe von Haus-Nr. 10;141412; 10,00 € 
08.01.2015;1458;Abteistraße in Höhe von Haus-Nr. 22;142103; 10,00 € 
08.01.2015;1504;Abteistraße ggü. Haus-Nr. 6;113240; 10,00 € 
08.01.2015;1341;Oberwallstraße / B in Höhe von Haus-Nr. 29;113140; 10,00 € 
08.01.2015;1402;Kautzstraße / B, Parkplatz;113122; 20,00 € 
08.01.2015;1026;Kautzstraße / B, Parkplatz;113120; 10,00 € 
08.01.2015;1029;Kautzstraße / B, Parkplatz;113120; 10,00 € 
08.01.2015;1044;Schustergasse in Höhe von Haus-Nr. 3;141106; 30,00 € 
08.01.2015;1051;Neumarkt / A, Parkplatz;113140; 10,00 € 
08.01.2015;1109;Neumarkt / A, Parkplatz;113122; 20,00 € 
08.01.2015;1055;Neumarkt / A, Parkplatz;113120; 10,00 € 
08.01.2015;1057;Neumarkt / A, Parkplatz;113120; 10,00 € 
08.01.2015;1028;Kautzstraße / B, Parkplatz;113140; 10,00 € 
08.01.2015;1531;Markt, Parkplatz;113300; 10,00 € 
08.01.2015;1224;Bethanienstraße in Höhe von Haus-Nr. 11;142262; 10,00 € 
08.01.2015;1412;Hopfenstraße in Höhe von Haus-Nr. 14;141118; 15,00 € 
08.01.2015;1409;Hopfenstraße in Höhe von Haus-Nr. 6;112402; 20,00 € 
08.01.2015;1353;Neumarkt / A, Parkplatz;113120; 15,00 € 
08.01.2015;1432;Chemnitzer Straße, EDEKA DEPOT;112402; 20,00 € 
08.01.2015;1409;Meerstraße / B, Parkplatz;113140; 10,00 € 
08.01.2015;1445;Heinrich-Hertz-Straße;329119; 25,00 € 
08.01.2015;1144;An der Berufsschule, PpL;113300; 10,00 € 
08.01.2015;1145;An der Berufsschule, PpL;113300; 10,00 € 
08.01.2015;1146;An der Berufsschule, PpL;113300; 10,00 € 
08.01.2015;1146;An der Berufsschule, PpL;142278; 35,00 € 
08.01.2015;1147;An der Berufsschule, PpL;113300; 10,00 € 
08.01.2015;1148;An der Berufsschule, PpL;113300; 10,00 € 
08.01.2015;1149;An der Berufsschule, PpL;113300; 10,00 € 
08.01.2015;1150;An der Berufsschule, PpL;113300; 10,00 € 
08.01.2015;1151;An der Berufsschule, PpL;113300; 10,00 € 
08.01.2015;1454;Bethanienstraße in Höhe von Haus-Nr. 11;142262; 10,00 € 
08.01.2015;1454;Bethanienstraße ggü. Haus-Nr. 11;112404; 30,00 € 
08.01.2015;1453;Bethanienstraße ggü. Haus-Nr. 11;112404; 30,00 € 
08.01.2015;1221;Bethanienstraße ggü. Haus-Nr. 3;142262; 10,00 € 
08.01.2015;1221;Bethanienstraße ggü. Haus-Nr. 3;142262; 10,00 € 
08.01.2015;1222;Bethanienstraße in Höhe von Haus-Nr. 7;142262; 10,00 € 
08.01.2015;1223;Bethanienstraße in Höhe von Haus-Nr. 9;142262; 10,00 € 
08.01.2015;1236;Am Fünderich, Getränkemarkt;141062; 30,00 € 
08.01.2015;1237;Am Fünderich, Getränkemarkt;141062; 30,00 € 
08.01.2015;1413;Konradstraße, Gegenüber Annastr.1;141312; 15,00 € 
08.01.2015;1431;Chemnitzer Straße, EDEKA DEPOT;112402; 20,00 € 
08.01.2015;1438;Chemnitzer Straße vor Haus-Nr. 33, Mercedes Werkhalle;141312; 15,00 € 
08.01.2015;1439;Chemnitzer Straße vor Haus-Nr. 33, Mercedes Werkhalle;141312; 15,00 € 
08.01.2015;1538;Markt, Parkplatz;113300; 10,00 € 
08.01.2015;1531;Markt, Parkplatz;113300; 10,00 € 
08.01.2015;1531;Markt, Parkplatz;113300; 10,00 € 
08.01.2015;1531;Markt, Parkplatz;113300; 10,00 € 
08.01.2015;1531;Markt, Parkplatz;113300; 10,00 € 
08.01.2015;1531;Markt, Parkplatz;113300; 10,00 € 
08.01.2015;1531;Markt, Parkplatz;113300; 10,00 € 
08.01.2015;1404;Kautzstraße / B, Parkplatz;113140; 10,00 € 
08.01.2015;1421;Hopfenstraße in Höhe von Haus-Nr. 8;112402; 20,00 € 
08.01.2015;1338;Neumarkt / A, Parkplatz;113120; 10,00 € 
08.01.2015;1344;Neumarkt / A, Parkplatz;113122; 20,00 € 
08.01.2015;1410;Meerstraße / B, Parkplatz;113140; 10,00 € 
08.01.2015;1422;Meerstraße / B, Innenhof;113140; 10,00 € 
08.01.2015;1427;Meerstraße / B, Innenhof;113140; 10,00 € 
08.01.2015;1433;Meerstraße / B, Innenhof;113120; -   € 
08.01.2015;1447;Wiedstraße in Höhe von Haus-Nr. 14;113240; 10,00 € 
08.01.2015;1501;Abteistraße ggü. Haus-Nr. 22;113240; 10,00 € 
08.01.2015;919;Nordring / C2, Parkplatz;113140; 10,00 € 
08.01.2015;936;Rheinberger Straße ggü. Haus-Nr. 33;113300; 10,00 € 
08.01.2015;945;Seminarstraße vor Haus-Nr. 8;113240; 10,00 € 
08.01.2015;950;Seminarstraße 2d;113240; 10,00 € 
08.01.2015;956;Seminarstraße ggü. Haus-Nr. 2a;141312; 15,00 € 
08.01.2015;1005;Gellertstraße 3;113240; 10,00 € 
08.01.2015;1019;Greefstraße 2;113240; 10,00 € 
08.01.2015;1035;Kaiserstraße in Höhe von Haus-Nr. 61;141062; 30,00 € 
08.01.2015;1045;Kaiserstraße in Höhe von Haus-Nr. 65;141062; 30,00 € 
08.01.2015;1046;Kaiserstraße in Höhe von Haus-Nr. 67;141062; 35,00 € 
08.01.2015;1047;Kaiserstraße in Höhe von Haus-Nr. 67;141062; 30,00 € 
08.01.2015;1049;Kaiserstraße in Höhe von Haus-Nr. 69;141062; 30,00 € 
08.01.2015;1050;Kaiserstraße in Höhe von Haus-Nr. 71;141062; 30,00 € 
08.01.2015;1053;Kaiserstraße ggü. Haus-Nr. 31;112402; 20,00 € 
08.01.2015;1137;An der Berufsschule, PpL;113300; 10,00 € 
08.01.2015;1138;An der Berufsschule, PpL;113300; 10,00 € 
08.01.2015;1139;An der Berufsschule, PpL;113300; 10,00 € 
08.01.2015;1140;An der Berufsschule, PpL;113300; 10,00 € 
08.01.2015;1140;An der Berufsschule, PpL;113300; 10,00 € 
08.01.2015;1142;An der Berufsschule, PpL;113300; 10,00 € 
08.01.2015;1143;An der Berufsschule, PpL;113300; 10,00 € 
08.01.2015;1058;Neumarkt / A, Parkplatz;113140; 10,00 € 
08.01.2015;1100;Neumarkt / A, Parkplatz;113121; 15,00 € 
08.01.2015;1112;Neumarkt / A, Parkplatz;113120; 10,00 € 
09.01.2015;932;Haagstraße / B ggü. Haus-Nr. 18;113140; 10,00 € 
09.01.2015;945;Nordring / C2 in Höhe von Haus-Nr. 4;141062; 30,00 € 
09.01.2015;1003;Landwehrstraße / C1 in Höhe von Haus-Nr. 1-3;141352; 15,00 € 
09.01.2015;1044;Tersteegenstraße / C1 in Höhe von Haus-Nr. 25;141118; 15,00 € 
09.01.2015;1052;Tersteegenstraße / C1 in Höhe von Haus-Nr. 1;141118; 15,00 € 
09.01.2015;1502;Hopfenstraße ggü. Haus-Nr. 32;141121; 25,00 € 
09.01.2015;1113;Abteistraße ggü. Haus-Nr., Südring 14;113240; 10,00 € 
09.01.2015;1130;Kautzstraße / B, Parkplatz;113140; 10,00 € 
09.01.2015;1133;Hanns-Albeck-Platz in Höhe von Haus-Nr. 4;142103; 10,00 € 
09.01.2015;1145;Meerstraße / B ggü. Haus-Nr. 1;142278; 35,00 € 
09.01.2015;1152;Oberwallstraße / B in Höhe von Haus-Nr. 2;112402; 20,00 € 
09.01.2015;1349;Meerstraße / B, Innenhof;113120; 10,00 € 
09.01.2015;1352;Meerstraße / B, Innenhof;113140; 10,00 € 
09.01.2015;1353;Meerstraße / B, Innenhof;113120; 10,00 € 
09.01.2015;1356;Meerstraße / B, Innenhof;113140; 10,00 € 
09.01.2015;1359;Meerstraße / B, Parkplatz;113120; 10,00 € 
09.01.2015;1405;Meerstraße / B, Schotterplatz;113124; 30,00 € 
09.01.2015;1408;Meerstraße / B, Schotterplatz;113121; 15,00 € 
09.01.2015;1410;Meerstraße / B, Schotterplatz;113140; 10,00 € 
09.01.2015;1418;Meerstraße / B, Schotterplatz;113140; 10,00 € 
09.01.2015;1455;Hopfenstraße in Höhe von Haus-Nr. 16;141118; 15,00 € 
09.01.2015;1603;Tersteegenstraße / C1 in Höhe von Haus-Nr. 24;113140; 10,00 € 
09.01.2015;1609;Tersteegenstraße / C1 in Höhe von Haus-Nr. 23;141118; 15,00 € 
09.01.2015;1614;Tersteegenstraße / C1 in Höhe von Haus-Nr. 17;141118; 15,00 € 
09.01.2015;1620;Tersteegenstraße / C1 ggü. Haus-Nr. 1;141118; 15,00 € 
